"Month","Year","Consumer Confidence Index TX","Consumer Confidence West South Central","Consumer Confidence Index US","PCE Deflator","Consumer Price Index TX","Consumer Price Index U.S.","CPI U.S. Ex Food and Energy","Nonfarm Employment TX","Nonfarm Employment U.S.","Unemployment TX","Unemployment U.S.","Single Family Building Permits TX","Multi Family Building Permits TX","Existing Single Family Home Sales TX","Existing Single Family Home Price TX","Non Residential Building Construction","Total Sales Tax Collections Retail TX","Total Sales Tax Collections TX","Retail Gasoline Price TX","Retail Diesel Price TX","Nonfarm Employment Illinois","Nonfarm Employment Florida","Nonfarm Employment New York","Nonfarm Employment Texas","Nonfarm Employment California","Gross Value Crude Oil Production","Gross Value Natural Gas Production","Motor Fuel Taxed Gasoline","Motor Fuel Taxed Diesel"
"8","2013","107.5","90.3","81.8","107.739","212.908","233.877","234.258","11.244","136.677","6","7.3","7853","3683","29532","175000","1225.1","988.4","2398.1","3.4","3.8","5817.1","7610.5","8934.3","11244","15210.3","$7615.28","$3053.96","1053.7","340.4"
"9","2013","114.8","103.1","80.2","107.858","212.943","234.149","234.782","11.278","136.862","5.9","7.3","6540","5382","23958","170000","1919.3","911.1","2020.3","3.3","3.9","5816.9","7626","8967.8","11278.3","15225.1","$7454.13","$2993.75","1091.8","357.9"
"10","2013","96.2","89.1","72.4","108","212.148","233.546","235.162","11.293","137.051","5.9","7.2","7117","7852","22704","169900","1886.5","884.9","2145.8","3.1","3.8","5815.7","7643.3","8982.1","11292.9","15267","$7218.48","$3112.08","1017.9","323.1"
"11","2013","113.2","96.8","72","108.071","211.407","233.069","235.243","11.324","137.342","5.8","6.9","5903","3982","19672","169900","1423","1094.8","2412.3","3","3.8","5827.4","7664.9","9001.2","11324.1","15319.4","$6301.43","$2954.02","1075.5","362"
"12","2013","110","104.7","77.5","108.254","212.623","233.049","235","11.335","137.387","5.7","6.7","5777","6496","21467","174000","1126.1","1114.2","2257.5","3.1","3.8","5834.8","7682.4","8999.8","11335","15345.9","$6979.01","$3199.17","1026.2","340.5"
"1","2014","104.509","95.851","79.41","108.421","213.443","233.916","235.367","11.368","137.574","5.6","6.6","7395","4933","15847","163000","2588.7","1097","2311.8","3.1","3.8","5837.2","7701.5","8994","11368.2","15385","$7079.28","$3667.33","1027.7","314.7"
"2","2014","111.777","112.34","78.301","108.492","214.418","234.781","236.075","11.406","137.742","5.5","6.7","7552","4611","18540","172500","1303.4","968.3","2213.2","3.1","3.8","5840.3","7720.7","9020.1","11405.7","15420.8","$6910.75","$3918.88","1015.2","354.6"
"3","2014","108.685","104.223","83.861","108.708","215.912","236.293","236.913","11.433","138.014","5.4","6.7","8579","3474","23212","176300","2408","980.8","2098.3","3.3","3.8","5850.2","7740","9036.7","11432.5","15456.2","$7799.42","$3847.20","963.6","329.8"
"4","2014","120.1","111.7","81.7","108.907","216.373","237.072","237.509","11.482","138.324","5.3","6.2","9373","8851","25472","179000","5677.7","935.1","2283.6","3.5","3.8","5862.9","7772","9062","11481.5","15497.9","$7864.32","$3681.81","1085.6","374.1"
"5","2014","131.2","122","82.2","109.145","216.822","237.9","238.029","11.517","138.537","5.2","6.2","9067","6472","28856","185000","1932.4","1113.8","2461.5","3.5","3.8","5872.8","7792.6","9081.8","11517","15530.8","$7994.94","$3871.69","1073.8","372.3"
"6","2014","113.1","107.4","85.2","109.297","217.333","238.343","238.157","11.543","138.843","5.1","6.1","9250","3705","30343","190500","4519.3","1022.3","2254.4","3.5","3.8","5879.8","7807.8","9096.8","11542.9","15558","$8297.33","$3748.18","1109.9","374.6"
"7","2014","117.155","106.635","90.333","109.428","217.064","238.25","238.138","11.57","139.075","5","6.2","9270","4428","30070","189000","7650.2","998.4","2348.5","3.4","3.8","5878.9","7832.1","9108","11569.8","15566","$8626.78","$3744.42","1066.4","351.3"
"8","2014","121.4","111.1","93.4","109.404","216.639","237.852","238.296","11.6","139.293","4.9","6.2","8582","6699","29086","187000","3907.4","1086.6","2578.5","3.3","3.7","5890.8","7854.5","9122.8","11600.4","15636.4","$8203.61","$3440.31","1100.7","395.1"
"9","2014","121.8","109.7","89","109.49","216.822","238.031","238.841","11.636","139.579","4.8","6","8011","6397","25638","183000","2494.2","977.6","2180.6","3.2","3.7","5891.1","7879.2","9132.2","11636.1","15676.2","$7622.22","$3385.38","1117.7","375.7"
"10","2014","128.4","116.7","94.1","109.51","216.81","237.433","239.413","11.685","139.779","4.7","5.7","8400","4917","25608","180000","2350.3","1019.1","2424.2","3","3.6","5909.2","7908.1","9146.6","11684.6","15720.8","$7309.17","$3309.25","1049.2","360.4"
"11","2014","119.8","112","91","109.352","215.41","236.151","239.248","11.723","140.11","4.6","5.8","6479","4515","20081","182975","1876.315","1191.061","2670.476","2.694","3.537","5915.1","7933.3","9164.3","11722.5","15769.8","$6471.05","$2966.62","1137.1","408.7"
"12","2014","119.4","110","93.1","109.103","214.063","234.812","238.775","11.755","140.402","4.5","5.6","7837","7181","24320","189900","1732.766","1201.169","2356.055","2.304","3.312","5922.8","7953.6","9171.8","11755.4","15791.1","$5319.05","$2884.29","1060.3","372.4"
"1","2015","116.6","108.7","103.8","108.594","213.035","233.707","239.248","11.775","140.623","4.4","5.7","7930","4591","16335","177706","1552.261","1064.25","2570.445","1.889","2.91","5918.1","7979.8","9186.2","11775.1","15827.7","$4081.55","$2131.16","1093.1","367.1"
"2","2015","121.4","115","98.8","108.776","213.056","234.722","240.083","11.794","140.888","4.4","5.5","7972","5203","18745","185000","5552.487","1094.488","2472.647","2.005","2.777","5928.1","7998.5","9193.3","11793.5","15858.4","$3914.41","$1926.02","1071.3","375.8"
"3","2015","127.1","118.4","101.4","109.015","214.509","236.119","241.067","11.774","140.972","4.4","5.5","9042","4118","25486","189850","2640.479","995.706","2130.289","2.221","2.749","5929.1","8014.5","9202.1","11774","15900.1","$4354.81","$2119.97","977.2","350"
"4","2015","121.4","107.4","94.3","109.085","215.184","236.599","241.802","11.78","141.223","4.4","5.4","9704","5839","26466","193500","1364.8","1026.384","2310.978","2.242","2.651","5944.6","8029.4","9209.8","11780.3","15931.3","$4842.20","$2001.19","1119.7","372.3"
"5","2015","130.7","120.3","94.6","109.418","216.003","237.805","242.119","11.802","141.496","4.4","5.5","8752","3123","28835","202000","1574.905","1229.356","2589.704","2.447","2.78","5958.4","8058.3","9242.2","11801.9","15966.8","$5335.56","$2015.44","1116.3","361"
"6","2015","130.6","123.4","99.8","109.67","216.573","238.638","242.354","11.816","141.724","4.4","5.3","9566","8173","32270","206000","2752.5","1031.955","2223.565","2.559","2.769","5962.3","8080","9260.6","11816.2","15998.6","$5243.07","$1971.31","1133.5","265.5"
"7","2015","110.2","91.4","91","109.775","216.293","238.654","242.436","11.849","142.001","4.4","5.3","9010","6027","33103","202000","1790.844","1060.485","2412.934","2.519","2.676","5970.7","8109.1","9283.8","11848.5","16114.4","$4597.79","$2034.80","1118.3","388.9"
"8","2015","108.9","95.5","101.3","109.753","216.509","238.316","242.651","11.863","142.151","4.4","5.1","8098","6649","30362","200000","1618.3","1182.92","2568.916","2.334","2.458","5968.6","8132.6","9283.4","11862.8","16156.3","$3750.49","$1994.25","1170.4","394.4"
"9","2015","118.9","107.3","102.6","109.691","215.912","237.945","243.359","11.878","142.3","4.5","5.1","8247","5676","27622","195000","2571.518","1046.37","2221.358","2.066","2.353","5972.9","8151.7","9278.1","11878","16169.9","$3898.59","$1904.52","1183.2","389.6"
"10","2015","115.5","105","99.1","109.774","215.989","237.838","243.985","11.894","142.595","4.5","5","8200","6420","24922","190000","3260.878","972.609","2293.422","2.006","2.322","5993.1","8181.4","9281.9","11893.8","16197.3","$2793.53","$1508.30","1075.9","297.7"
"2","2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1","2017","133","122","111.8",,,,,,"145.554",,"4.8",,,,,,"1139.716","2450.503","2.132","2.43",,,,,,,,,
"8","2016","107.5","96.1","101.8",,"219.146","240.849",,"12.047","144.6","4.7","4.9","9398","4864","32633","215000","2238.136","1226.2","2502.9","1.969","2.221","6008.9","8405","9386.1","12046.5","16519.6","$3562.73","$1883.97","1109.3","351.7"
"9","2016","115.4","106.1","103.5",,"219.513","241.428",,"12.088","144.808","4.8","4.9","8219","4998","28319","210000","2644.832","1049.584","2298.98","1.966","2.248","6016.3","8429","9388.1","12087.6","16555.6","$3463.45","$1848.48","1160.6","356.3"
"7","2016","103.3","100.1","96.7",,"219.23","240.628",,"12.032","144.424","4.6","4.9","8559","5081","30132","215850","1762.144","1121.824","2376.335","2.043","2.262","6013.9","8367.9","9397","12032","16471.2","$3574.46","$1955.29","1082.5","354.3"
"11","2015","105.7","98.5","92.6","109.911","215.61","237.336","244.075","11.916","142.875","4.6","5","6597","5321","19743","192000","2132.615","1248.526","2581.935","1.894","2.289","5982.5","8201.1","9293.8","11915.5","16226.4","$3270.16","$1553.24","1149.3","357.2"
"12","2016","138.7","112.8","113.7",,"220.045","241.432",,"12.141","145.303","4.6","4.7","7796","3603","26120","216000","2080.442","1294.476","2444.39","2.018","2.391","6002.6","8462.9","9413.1","12141.3","16006.6","$4026.55",,"1131.2","345.9"
"10","2016","116.7","104.2","100.8",,"220.2","241.729",,"12.105","144.95","4.7","4.8","8231","3528","25305","209900","2592.659","1034.305","2134.443","2.02","2.326","6023.8","8435.4","9393.9","12105.4","16590","$4029.55","$2040.07","1176.5","323.6"
"11","2016","124.5","110.1","109.4",,"220.06","241.353",,"12.141","145.147","4.6","4.6","7441","4941","23885","214900","1461.557","1279.177","2506.018","1.944","2.311","6019.3","8463.6","9398.3","12126.3","16602.9","$3516.09","$1638.99","1183.4","363.1"
"6","2016","105.7","101.8","97.4",,"219.373","241.018",,"11.998","144.172","4.5","4.9","9829","6344","33158","220000","2195.246","1106.453","2206.633","2.13","2.292","6002.3","8331.2","9360.6","11997.9","16452.6","$3786.02","$1623.73","1174.7","365.6"
"5","2016","120.2","103.1","92.4","110.431","218.551","240.229","247.58","11.98","143.901","4.4","4.7","9281","4258","30730","215000","1938.168","1172.465","2406.256","2.023","2.182","6005.8","8314.7","9337.5","11980.1","16419.4","$3689.07","$1572.35","1135.7","343.7"
"4","2016","103.8","101.7","94.7","110.276","217.714","239.261","246.992","11.974","143.877","4.4","5","9022","2999","27772","205900","1729.471","1109.516","2379.32","1.89","2.024","6007.3","8287.7","9347","11973.5","16391.9","$3125.80","$1396.93","1136.2","328.7"
"3","2016","96.8","84.7","96.1","109.939","217.153","238.132","246.358","11.962","143.733","4.3","5","9656","5737","27296","201500","2464.93","1090.245","2174.416","1.757","1.972","6006.7","8252.8","9332.9","11961.6","16321.9","$2982.60","$1345.69","1172.5","333.2"
"2","2016","106","95.2","94","109.872","215.924","237.111","245.68","11.971","143.547","4.3","4.9","8134","3745","20568","194994","1403.273","1090.688","2304.064","1.549","1.884","5994.3","8245.8","9320.3","11971","16316.8","$2250.99","$1325.91","1199","365.6"
"1","2016","120.4","109.7","97.8","109.965","215.226","236.916","244.528","11.962","143.314","4.5","4.9","7115","4793","17245","189000","2374.148","1135.139","2468.744","1.694","2.041","5975.7","8235.8","9298.5","11962.3","16270.1","$2544.90","$1474.30","1150.2","361.6"
"12","2015","101.1","96.7","96.3","109.819","214.649","236.525","243.779","11.931","143.146","4.6","5","7196","7081","25742","200000","1671.587","1194.469","2330.433","1.789","2.191","5974.2","8211.5","9298.4","11931.1","16274.1","$2793.53","$1508.30","1110.9","375.3"
