Month,Year,Consumer Confidence Index TX,Consumer Confidence West South Central,Consumer Confidence Index US,PCE Deflator,Consumer Price Index TX,Consumer Price Index U.S.,CPI U.S. Ex Food and Energy,Nonfarm Employment TX,Nonfarm Employment U.S.,Unemployment TX,Unemployment U.S.,Single Family Building Permits TX,Multi Family Building Permits TX,Existing Single Family Home Sales TX,Existing Single Family Home Price TX,Non Residential Building Construction,Total Sales Tax Collections Retail TX,Total Sales Tax Collections TX,Retail Gasoline Price TX,Retail Diesel Price TX,Nonfarm Employment Illinois,Nonfarm Employment Florida,Nonfarm Employment New York,Nonfarm Employment Texas,Nonfarm Employment California,Gross Value Crude Oil Production,Gross Value Natural Gas Production,Motor Fuel Taxed Gasoline,Motor Fuel Taxed Diesel
4,2013,119.9,106.3,69,107.128,211.87299999999999,232.53100000000001,233.23599999999999,11.144,135.904,6.3,7.6,8590,4529,25705,169950,1214.8,987,2161.6999999999998,3.4,3.8,5779.4,7534.6,8914.2000000000007,11144.1,15076.9,$5995.56,$3023.78,1069.6,368.4
5,2013,96.8,94.8,74.3,107.244,211.773,232.94499999999999,233.46199999999999,11.162000000000001,136.12200000000001,6.2,7.5,8088,4106,29628,175000,1412.3,968,2268.4,3.4,3.8,5792.3,7549.4,8910.4,11161.8,15106.9,$6493.93,$3242.38,1035.8,348.6
6,2013,117.3,98.9,82.1,107.479,212.03399999999999,233.50399999999999,233.64,11.192,136.268,6.1,7.5,7719,3285,28130,179000,1457.8,980.5,2173.6999999999998,3.4,3.8,5798.3,7572.7,8917.6,11191.7,15126.5,$6299.35,$3054.51,1081.5,360.5
7,2013,116.9,109.8,81,107.587,212.47,233.596,233.792,11.217000000000001,136.40799999999999,6.1,7.3,8060,4717,30112,178000,2252.8000000000002,936.1,2208.6,3.4,3.8,5801.8,7590.3,8926.4,11217.1,15156.2,$7341.78,$3004.37,1059.2,340.4
8,2013,107.5,90.3,81.8,107.739,212.90799999999999,233.87700000000001,234.25800000000001,11.244,136.67699999999999,6,7.3,7853,3683,29532,175000,1225.0999999999999,988.4,2398.1,3.4,3.8,5817.1,7610.5,8934.2999999999993,11244,15210.3,$7615.28,$3053.96,1053.7,340.4
9,2013,114.8,103.1,80.2,107.858,212.94300000000001,234.149,234.78200000000001,11.278,136.86199999999999,5.9,7.3,6540,5382,23958,170000,1919.3,911.1,2020.3,3.3,3.9,5816.9,7626,8967.7999999999993,11278.3,15225.1,$7454.13,$2993.75,1091.8,357.9
10,2013,96.2,89.1,72.400000000000006,108,212.148,233.54599999999999,235.16200000000001,11.292999999999999,137.05099999999999,5.9,7.2,7117,7852,22704,169900,1886.5,884.9,2145.8000000000002,3.1,3.8,5815.7,7643.3,8982.1,11292.9,15267,$7218.48,$3112.08,1017.9,323.1
11,2013,113.2,96.8,72,108.071,211.40700000000001,233.06899999999999,235.24299999999999,11.324,137.34200000000001,5.8,6.9,5903,3982,19672,169900,1423,1094.8,2412.3000000000002,3,3.8,5827.4,7664.9,9001.2000000000007,11324.1,15319.4,$6301.43,$2954.02,1075.5,362.0
12,2013,110,104.7,77.5,108.254,212.62299999999999,233.04900000000001,235,11.335000000000001,137.387,5.7,6.7,5777,6496,21467,174000,1126.0999999999999,1114.2,2257.5,3.1,3.8,5834.8,7682.4,8999.7999999999993,11335,15345.9,$6979.01,$3199.17,1026.2,340.5
1,2014,104.509,95.850999999999999,79.41,108.42100000000001,213.44300000000001,233.916,235.36699999999999,11.368,137.57400000000001,5.6,6.6,7395,4933,15847,163000,2588.6999999999998,1097,2311.8000000000002,3.1,3.8,5837.2,7701.5,8994,11368.2,15385,$7079.28,$3667.33,1027.7,314.7
2,2014,111.777,112.34,78.301000000000002,108.492,214.41800000000001,234.78100000000001,236.07499999999999,11.406000000000001,137.74199999999999,5.5,6.7,7552,4611,18540,172500,1303.4000000000001,968.3,2213.1999999999998,3.1,3.8,5840.3,7720.7,9020.1,11405.7,15420.8,$6910.75,$3918.88,1015.2,354.6
3,2014,108.685,104.223,83.861000000000004,108.708,215.91200000000001,236.29300000000001,236.91300000000001,11.433,138.01400000000001,5.4,6.7,8579,3474,23212,176300,2408,980.8,2098.3000000000002,3.3,3.8,5850.2,7740,9036.7000000000007,11432.5,15456.2,$7799.42,$3847.20,963.6,329.8
4,2014,120.1,111.7,81.7,108.907,216.37299999999999,237.072,237.50899999999999,11.481999999999999,138.32400000000001,5.3,6.2,9373,8851,25472,179000,5677.7,935.1,2283.6,3.5,3.8,5862.9,7772,9062,11481.5,15497.9,$7864.32,$3681.81,1085.6,374.1
5,2014,131.19999999999999,122,82.2,109.145,216.822,237.9,238.029,11.516999999999999,138.53700000000001,5.2,6.2,9067,6472,28856,185000,1932.4,1113.8,2461.5,3.5,3.8,5872.8,7792.6,9081.7999999999993,11517,15530.8,$7994.94,$3871.69,1073.8,372.3
6,2014,113.1,107.4,85.2,109.297,217.333,238.34299999999999,238.15700000000001,11.542999999999999,138.84299999999999,5.1,6.1,9250,3705,30343,190500,4519.3,1022.3,2254.4,3.5,3.8,5879.8,7807.8,9096.7999999999993,11542.9,15558,$8297.33,$3748.18,1109.9,374.6
7,2014,117.155,106.63500000000001,90.332999999999998,109.428,217.06399999999999,238.25,238.13800000000001,11.57,139.07499999999999,5,6.2,9270,4428,30070,189000,7650.2,998.4,2348.5,3.4,3.8,5878.9,7832.1,9108,11569.8,15566,$8626.78,$3744.42,1066.4,351.3
8,2014,121.4,111.1,93.4,109.404,216.63900000000001,237.852,238.29599999999999,11.6,139.29300000000001,4.9,6.2,8582,6699,29086,187000,3907.4,1086.5999999999999,2578.5,3.3,3.7,5890.8,7854.5,9122.7999999999993,11600.4,15636.4,$8203.61,$3440.31,1100.7,395.1
9,2014,121.8,109.7,89,109.49,216.822,238.03100000000001,238.84100000000001,11.635999999999999,139.57900000000001,4.8,6,8011,6397,25638,183000,2494.1999999999998,977.6,2180.6,3.2,3.7,5891.1,7879.2,9132.2000000000007,11636.1,15676.2,$7622.22,$3385.38,1117.7,375.7
10,2014,128.4,116.7,94.1,109.51,216.81,237.43299999999999,239.41300000000001,11.685,139.779,4.7,5.7,8400,4917,25608,180000,2350.3000000000002,1019.1,2424.1999999999998,3,3.6,5909.2,7908.1,9146.6,11684.6,15720.8,$7309.17,$3309.25,1049.2,360.4
11,2014,119.8,112,91,109.352,215.41,236.15100000000001,239.24799999999999,11.723000000000001,140.11000000000001,4.6,5.8,6479,4515,20081,182975,1876.3150000000001,1191.0609999999999,2670.4760000000001,2.694,3.537,5915.1,7933.3,9164.2999999999993,11722.5,15769.8,$6471.05,$2966.62,1137.1,408.7
12,2014,119.4,110,93.1,109.10299999999999,214.06299999999999,234.81200000000001,238.77500000000001,11.755000000000001,140.40199999999999,4.5,5.6,7837,7181,24320,189900,1732.7660000000001,1201.1690000000001,2356.0549999999998,2.304,3.312,5922.8,7953.6,9171.7999999999993,11755.4,15791.1,$5319.05,$2884.29,1060.3,372.4
1,2015,116.6,108.7,103.8,108.59399999999999,213.035,233.70699999999999,239.24799999999999,11.775,140.62299999999999,4.4,5.7,7930,4591,16335,177706,1552.261,1064.25,2570.4450000000002,1.889,2.91,5918.1,7979.8,9186.2000000000007,11775.1,15827.7,$4081.55,$2131.16,1093.1,367.1
2,2015,121.4,115,98.8,108.776,213.05600000000001,234.72200000000001,240.083,11.794,140.88800000000001,4.4,5.5,7972,5203,18745,185000,5552.4870000000001,1094.4880000000001,2472.6469999999999,2.005,2.777,5928.1,7998.5,9193.2999999999993,11793.5,15858.4,$3914.41,$1926.02,1071.3,375.8
3,2015,127.1,118.4,101.4,109.015,214.50899999999999,236.119,241.06700000000001,11.773999999999999,140.97200000000001,4.4,5.5,9042,4118,25486,189850,2640.4789999999998,995.70600000000002,2130.2890000000002,2.221,2.749,5929.1,8014.5,9202.1,11774,15900.1,$4354.81,$2119.97,977.2,350.0
4,2015,121.4,107.4,94.3,109.08499999999999,215.184,236.59899999999999,241.80199999999999,11.78,141.22300000000001,4.4,5.4,9704,5839,26466,193500,1364.8,1026.384,2310.9780000000001,2.242,2.651,5944.6,8029.4,9209.7999999999993,11780.3,15931.3,$4842.20,$2001.19,1119.7,372.3
5,2015,130.69999999999999,120.3,94.6,109.41800000000001,216.00299999999999,237.80500000000001,242.119,11.802,141.49600000000001,4.4,5.5,8752,3123,28835,202000,1574.905,1229.356,2589.7040000000002,2.447,2.78,5958.4,8058.3,9242.2000000000007,11801.9,15966.8,$5335.56,$2015.44,1116.3,361.0
6,2015,130.6,123.4,99.8,109.67,216.57300000000001,238.63800000000001,242.35400000000001,11.816000000000001,141.72399999999999,4.4,5.3,9566,8173,32270,206000,2752.5,1031.9549999999999,2223.5650000000001,2.559,2.769,5962.3,8080,9260.6,11816.2,15998.6,$5243.07,$1971.31,1133.5,265.5
7,2015,110.2,91.4,91,109.77500000000001,216.29300000000001,238.654,242.43600000000001,11.849,142.001,4.4,5.3,9010,6027,33103,202000,1790.8440000000001,1060.4849999999999,2412.9340000000002,2.519,2.676,5970.7,8109.1,9283.7999999999993,11848.5,16114.4,$4597.79,$2034.80,1118.3,388.9
8,2015,108.9,95.5,101.3,109.753,216.50899999999999,238.316,242.65100000000001,11.863,142.15100000000001,4.4,5.1,8098,6649,30362,200000,1618.3,1182.92,2568.9160000000002,2.334,2.458,5968.6,8132.6,9283.4,11862.8,16156.3,$3750.49,$1994.25,1170.4,394.4
9,2015,118.9,107.3,102.6,109.691,215.91200000000001,237.94499999999999,243.35900000000001,11.878,142.30000000000001,4.5,5.1,8247,5676,27622,195000,2571.518,1046.3699999999999,2221.3580000000002,2.066,2.353,5972.9,8151.7,9278.1,11878,16169.9,$3898.59,$1904.52,1183.2,389.6
10,2015,115.5,105,99.1,109.774,215.989,237.83799999999999,243.98500000000001,11.894,142.595,4.5,5,8200,6420,24922,190000,3260.8780000000002,972.60900000000004,2293.422,2.006,2.322,5993.1,8181.4,9281.9,11893.8,16197.3,$2793.53,$1508.30,1075.9,297.7
2,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2017,133,122,111.8,,,,,,145.554,,4.8,,,,,,1139.716,2450.503,2.132,2.43,,,,,,,,,
8,2016,107.5,96.1,101.8,,219.14599999999999,240.84899999999999,,12.047000000000001,144.6,4.7,4.9,9398,4864,32633,215000,2238.136,1226.2,2502.9,1.969,2.221,6008.9,8405,9386.1,12046.5,16519.599999999999,$3562.73,$1883.97,1109.3,351.7
9,2016,115.4,106.1,103.5,,219.51300000000001,241.428,,12.087999999999999,144.80799999999999,4.8,4.9,8219,4998,28319,210000,2644.8319999999999,1049.584,2298.98,1.966,2.248,6016.3,8429,9388.1,12087.6,16555.599999999999,$3463.45,$1848.48,1160.6,356.3
7,2016,103.3,100.1,96.7,,219.23,240.62799999999999,,12.032,144.42400000000001,4.6,4.9,8559,5081,30132,215850,1762.144,1121.8240000000001,2376.335,2.043,2.262,6013.9,8367.9,9397,12032,16471.2,$3574.46,$1955.29,1082.5,354.3
11,2015,105.7,98.5,92.6,109.911,215.61,237.33600000000001,244.07499999999999,11.916,142.875,4.6,5,6597,5321,19743,192000,2132.6149999999998,1248.5260000000001,2581.9349999999999,1.894,2.289,5982.5,8201.1,9293.7999999999993,11915.5,16226.4,$3270.16,$1553.24,1149.3,357.2
12,2016,138.69999999999999,112.8,113.7,,220.04499999999999,241.43199999999999,,12.141,145.303,4.6,4.7,7796,3603,26120,216000,2080.442,1294.476,2444.39,2.018,2.391,6002.6,8462.9,9413.1,12141.3,16006.6,$4026.55,,1131.2,345.9
10,2016,116.7,104.2,100.8,,220.2,241.72900000000001,,12.105,144.94999999999999,4.7,4.8,8231,3528,25305,209900,2592.6590000000001,1034.305,2134.443,2.02,2.326,6023.8,8435.4,9393.9,12105.4,16590,$4029.55,$2040.07,1176.5,323.6
11,2016,124.5,110.1,109.4,,220.06,241.35300000000001,,12.141,145.14699999999999,4.6,4.6,7441,4941,23885,214900,1461.557,1279.177,2506.018,1.944,2.311,6019.3,8463.6,9398.2999999999993,12126.3,16602.9,$3516.09,$1638.99,1183.4,363.1
6,2016,105.7,101.8,97.4,,219.37299999999999,241.018,,11.997999999999999,144.172,4.5,4.9,9829,6344,33158,220000,2195.2460000000001,1106.453,2206.6329999999998,2.13,2.292,6002.3,8331.2000000000007,9360.6,11997.9,16452.599999999999,$3786.02,$1623.73,1174.7,365.6
5,2016,120.2,103.1,92.4,110.431,218.55099999999999,240.22900000000001,247.58,11.98,143.90100000000001,4.4,4.7,9281,4258,30730,215000,1938.1679999999999,1172.4649999999999,2406.2559999999999,2.023,2.182,6005.8,8314.7000000000007,9337.5,11980.1,16419.400000000001,$3689.07,$1572.35,1135.7,343.7
4,2016,103.8,101.7,94.7,110.276,217.714,239.261,246.99199999999999,11.974,143.87700000000001,4.4,5,9022,2999,27772,205900,1729.471,1109.5160000000001,2379.3200000000002,1.89,2.024,6007.3,8287.7000000000007,9347,11973.5,16391.900000000001,$3125.80,$1396.93,1136.2,328.7
3,2016,96.8,84.7,96.1,109.93899999999999,217.15299999999999,238.13200000000001,246.358,11.962,143.733,4.3,5,9656,5737,27296,201500,2464.9299999999998,1090.2449999999999,2174.4160000000002,1.757,1.972,6006.7,8252.7999999999993,9332.9,11961.6,16321.9,$2982.60,$1345.69,1172.5,333.2
2,2016,106,95.2,94,109.872,215.92400000000001,237.11099999999999,245.68,11.971,143.547,4.3,4.9,8134,3745,20568,194994,1403.2729999999999,1090.6880000000001,2304.0639999999999,1.549,1.884,5994.3,8245.7999999999993,9320.2999999999993,11971,16316.8,$2250.99,$1325.91,1199.0,365.6
1,2016,120.4,109.7,97.8,109.965,215.226,236.916,244.52799999999999,11.962,143.31399999999999,4.5,4.9,7115,4793,17245,189000,2374.1480000000001,1135.1389999999999,2468.7440000000001,1.694,2.041,5975.7,8235.7999999999993,9298.5,11962.3,16270.1,$2544.90,$1474.30,1150.2,361.6
12,2015,101.1,96.7,96.3,109.819,214.649,236.52500000000001,243.779,11.930999999999999,143.14599999999999,4.6,5,7196,7081,25742,200000,1671.587,1194.4690000000001,2330.433,1.789,2.191,5974.2,8211.5,9298.4,11931.1,16274.1,$2793.53,$1508.30,1110.9,375.3
